loan_id,customer_id,loan_amount,term_months,interest_rate,purpose,loan_status,disbursed_date
1831,147,78797,60,16.85,Education,Current,2024-03-12
1832,603,28019,48,20.24,Medical,Current,2026-05-27
1833,1194,26802,36,15.9,Medical,Paid Off,2022-02-17
1834,1207,39481,24,15.24,Medical,Current,2022-07-24
1835,917,31192,60,16.7,Medical,Paid Off,2024-02-11
1836,772,25005,36,10.66,Business Expansion,Current,2024-04-12
1837,1075,22224,24,15.54,Business Expansion,Default,2025-12-10
1838,531,15460,48,12.56,Vehicle,Default,2022-02-05
1839,182,37369,60,14.42,Debt Consolidation,Paid Off,2024-02-03
1840,300,54617,48,18.43,Education,Default,2024-07-15
1841,1439,42294,48,21.69,Debt Consolidation,Default,2024-03-24
1842,781,81765,12,15.09,Business Expansion,Default,2024-09-03
1843,1641,31204,6,17.54,Education,Current,2023-11-12
1844,1353,24906,60,21.7,Business Expansion,Current,2022-07-15
1845,1522,17597,12,12.1,Business Expansion,Default,2024-09-30
1846,282,73397,12,10.55,Business Expansion,Current,2024-04-05
1847,219,32360,36,16.04,Debt Consolidation,Current,2025-03-06
1848,1370,53404,12,10.24,Medical,Current,2024-10-07
1849,1437,28757,36,13.39,Debt Consolidation,Current,2023-11-23
1850,794,87924,12,9.96,Business Expansion,Paid Off,2025-11-12
1851,753,28605,48,14.58,Medical,Paid Off,2022-01-12
1852,606,104130,60,12.12,Debt Consolidation,Current,2025-02-25
1853,714,40995,36,16.32,Wedding,Current,2023-10-04
1854,914,38799,12,13.52,Vehicle,Default,2025-12-22
1855,937,16196,48,16.44,Wedding,Default,2026-02-23
1856,718,24600,6,21.02,Wedding,Default,2024-05-21
1857,579,41781,6,14.2,Home Renovation,Default,2026-03-31
1858,1292,33390,12,16.0,Education,Default,2022-09-06
1859,112,38806,12,14.97,Home Renovation,Default,2022-08-21
1860,1792,44863,36,15.69,Debt Consolidation,Default,2025-07-06
1861,956,17796,48,15.59,Debt Consolidation,Current,2026-03-14
1862,578,27715,48,14.73,Medical,Default,2022-01-19
1863,1940,28135,6,14.94,Wedding,Current,2023-08-26
1864,474,11177,60,12.89,Business Expansion,Current,2023-10-23
1865,999,106831,24,16.55,Education,Current,2022-12-06
1866,1367,95905,24,16.04,Debt Consolidation,Paid Off,2023-02-23
1867,1064,74011,48,21.4,Business Expansion,Default,2024-01-31
1868,537,39129,48,12.64,Education,Default,2024-08-05
1869,1056,52195,24,21.09,Debt Consolidation,Default,2026-01-14
1870,511,74520,12,11.55,Debt Consolidation,Current,2026-01-04
1871,952,24243,36,9.62,Education,Current,2024-05-02
1872,740,25864,12,15.38,Medical,Default,2022-01-12
1873,1315,50790,60,11.85,Home Renovation,Current,2025-11-22
1874,920,43253,48,15.23,Home Renovation,Default,2022-07-13
1875,788,23678,48,15.36,Home Renovation,Paid Off,2022-11-17
1876,861,77966,24,17.45,Medical,Current,2023-04-08
1877,1496,102804,60,9.68,Medical,Paid Off,2023-01-30
1878,535,30424,24,19.76,Business Expansion,Default,2024-05-22
1879,946,31930,60,13.32,Debt Consolidation,Current,2025-07-02
1880,598,71554,36,21.18,Business Expansion,Paid Off,2025-02-23
1881,55,74299,60,17.74,Business Expansion,Paid Off,2022-06-08
1882,1268,35463,12,10.79,Medical,Paid Off,2023-03-20
1883,684,13725,12,12.79,Education,Default,2022-07-29
1884,376,19395,48,16.84,Vehicle,Default,2026-04-18
1885,374,29094,24,16.7,Business Expansion,Current,2025-04-27
1886,707,20070,24,21.58,Debt Consolidation,Paid Off,2026-02-18
1887,92,42120,48,17.86,Education,Default,2024-08-27
1888,1885,37981,12,9.53,Education,Paid Off,2023-04-20
1889,1640,44336,6,21.12,Education,Current,2025-06-13
1890,805,46953,12,11.56,Medical,Default,2022-01-01
1891,406,28071,6,20.7,Education,Paid Off,2022-04-17
1892,1711,44131,48,19.59,Wedding,Paid Off,2024-05-21
1893,1916,82302,36,13.59,Debt Consolidation,Current,2024-10-21
1894,1359,17403,6,12.51,Vehicle,Current,2024-03-16
1895,140,27560,36,18.33,Medical,Default,2023-12-29
1896,1730,24368,48,13.46,Business Expansion,Current,2022-06-10
1897,1115,36858,12,21.44,Debt Consolidation,Current,2025-07-21
1898,738,27867,24,18.39,Business Expansion,Current,2024-06-14
1899,408,19437,36,15.63,Wedding,Paid Off,2023-05-29
1900,891,13994,6,16.47,Wedding,Paid Off,2024-06-10
1901,743,48363,24,11.73,Debt Consolidation,Current,2024-01-19
1902,1500,56610,36,19.13,Wedding,Current,2023-12-10
1903,623,29097,36,12.17,Education,Current,2025-02-20
1904,139,64923,36,14.18,Home Renovation,Paid Off,2026-03-12
1905,1375,34430,12,15.03,Education,Default,2024-12-13
1906,870,22842,6,16.83,Home Renovation,Default,2023-11-04
1907,348,52551,24,20.95,Home Renovation,Current,2024-10-26
1908,1125,14820,48,12.91,Medical,Current,2025-08-18
1909,1441,54163,60,15.48,Wedding,Current,2022-03-31
1910,1348,19847,60,12.66,Home Renovation,Current,2025-07-04
1911,400,34562,48,19.79,Vehicle,Default,2026-01-10
1912,1667,64147,48,17.4,Education,Current,2024-10-01
1913,1753,35530,36,18.87,Debt Consolidation,Paid Off,2025-08-19
1914,1649,26709,48,19.59,Medical,Current,2022-03-20
1915,1670,48468,6,17.16,Education,Default,2025-12-31
1916,285,23982,60,18.7,Home Renovation,Current,2022-09-27
1917,860,48353,36,19.93,Home Renovation,Paid Off,2022-09-02
1918,120,40739,36,17.47,Medical,Default,2022-05-08
1919,611,35218,6,20.22,Debt Consolidation,Current,2023-07-23
1920,546,36643,12,17.69,Home Renovation,Default,2026-02-19
1921,1858,49279,24,19.97,Wedding,Default,2023-10-11
1922,1404,29507,12,20.82,Wedding,Current,2025-04-16
1923,1305,60049,24,15.95,Vehicle,Default,2025-09-22
1924,1845,27746,36,19.97,Home Renovation,Default,2025-10-03
1925,1762,28039,6,11.91,Business Expansion,Default,2026-04-09
1926,1564,22231,12,18.61,Education,Paid Off,2022-06-21
1927,1337,55494,36,10.06,Education,Default,2025-05-31
1928,499,45607,60,15.82,Wedding,Current,2022-12-21
1929,1014,21462,60,20.03,Medical,Paid Off,2022-01-07
1930,442,48086,24,16.51,Medical,Current,2022-08-30
1931,333,46463,36,16.6,Home Renovation,Current,2025-11-27
1932,154,16773,48,21.13,Home Renovation,Current,2022-06-30
1933,1329,22137,6,11.78,Education,Paid Off,2022-06-26
1934,132,48935,24,16.89,Debt Consolidation,Current,2022-02-11
1935,1081,41238,12,19.36,Wedding,Current,2023-03-22
1936,508,33558,24,15.25,Education,Paid Off,2026-01-23
1937,1135,62164,24,19.97,Debt Consolidation,Current,2025-08-08
1938,891,34334,12,18.84,Education,Default,2026-02-20
1939,1128,31366,24,10.17,Medical,Current,2025-12-16
1940,663,57603,12,12.99,Medical,Current,2025-03-03
1941,1896,43957,36,12.32,Medical,Current,2023-01-21
1942,195,17965,12,11.71,Medical,Current,2023-08-28
1943,885,41950,60,14.99,Vehicle,Default,2022-07-09
1944,1599,32357,24,16.73,Debt Consolidation,Current,2023-12-16
1945,1807,29902,60,16.04,Wedding,Current,2025-07-16
1946,1846,17573,12,9.96,Vehicle,Default,2025-04-13
1947,185,56210,12,16.22,Wedding,Default,2023-03-08
1948,1783,28245,36,13.84,Debt Consolidation,Current,2025-10-28
1949,498,19205,24,12.09,Business Expansion,Current,2025-12-03
1950,1792,35517,48,19.87,Home Renovation,Paid Off,2023-07-05
1951,229,17373,48,19.17,Education,Current,2023-06-13
1952,1911,24875,36,12.76,Business Expansion,Current,2022-08-25
1953,271,16609,60,17.39,Education,Paid Off,2024-08-31
1954,961,55346,36,16.84,Business Expansion,Current,2024-02-02
1955,1034,24230,36,17.73,Medical,Current,2022-03-11
1956,1449,16410,60,10.81,Debt Consolidation,Current,2024-01-05
1957,788,19476,6,11.48,Medical,Current,2024-08-31
1958,1888,30633,24,17.6,Education,Default,2022-07-25
1959,1568,13431,24,13.33,Business Expansion,Current,2024-08-14
1960,28,33564,12,18.9,Debt Consolidation,Current,2024-06-18
1961,241,43024,48,15.21,Wedding,Current,2025-03-25
1962,6,49113,36,18.64,Debt Consolidation,Current,2024-08-27
1963,1113,25753,12,12.66,Business Expansion,Current,2024-02-04
1964,1936,21365,24,15.53,Medical,Default,2024-04-01
1965,1001,23423,6,21.63,Debt Consolidation,Paid Off,2023-04-25
1966,140,81321,48,10.85,Debt Consolidation,Current,2024-05-22
1967,1955,37796,24,21.42,Business Expansion,Paid Off,2024-03-31
1968,1688,50840,6,11.55,Medical,Current,2022-12-07
1969,822,59331,48,21.57,Education,Current,2024-12-09
1970,648,20578,48,18.9,Wedding,Default,2022-09-24
1971,585,55514,24,19.36,Home Renovation,Default,2022-04-21
1972,1522,41439,24,19.41,Debt Consolidation,Current,2022-10-17
1973,1548,86046,24,15.23,Vehicle,Paid Off,2022-12-05
1974,1484,77970,6,17.73,Education,Current,2023-02-15
1975,1462,41962,24,13.34,Education,Default,2023-01-14
1976,237,17149,12,14.96,Education,Default,2026-01-23
1977,1510,25445,12,18.06,Medical,Default,2026-05-08
1978,1291,40073,6,15.47,Home Renovation,Current,2023-12-07
1979,1301,18962,36,16.37,Wedding,Current,2024-03-18
1980,1501,54135,12,20.91,Vehicle,Current,2025-09-30
1981,269,20461,36,18.33,Home Renovation,Default,2026-04-12
1982,1928,44097,36,11.11,Education,Paid Off,2026-04-12
1983,14,18016,36,19.17,Debt Consolidation,Default,2023-08-03
1984,1902,45712,60,18.63,Business Expansion,Paid Off,2024-05-19
1985,994,33765,36,16.18,Vehicle,Default,2023-12-12
1986,985,16728,60,18.76,Home Renovation,Current,2025-04-16
1987,804,55630,12,20.57,Debt Consolidation,Paid Off,2022-12-31
1988,1989,30774,12,14.11,Business Expansion,Current,2023-11-28
1989,1810,71757,6,17.13,Vehicle,Paid Off,2026-03-20
1990,1052,50653,6,17.57,Vehicle,Paid Off,2022-10-10
1991,38,35121,12,10.05,Vehicle,Paid Off,2023-09-11
1992,1731,32579,6,13.74,Education,Default,2025-09-01
1993,1424,48963,36,11.38,Vehicle,Current,2023-09-30
1994,1827,51866,60,19.77,Medical,Paid Off,2022-03-13
1995,546,10000,36,11.74,Wedding,Current,2024-03-26
1996,789,53026,48,19.93,Debt Consolidation,Current,2024-08-10
1997,599,39117,6,13.83,Home Renovation,Current,2026-02-09
1998,1969,12880,60,20.28,Education,Default,2022-01-26
1999,1759,43402,24,11.11,Vehicle,Paid Off,2024-11-04
2000,1229,16153,60,15.18,Wedding,Current,2024-09-22
2001,782,141086,60,14.52,Home Renovation,Default,2026-04-29
2002,1207,45897,24,14.81,Wedding,Current,2026-02-28
2003,1213,79700,6,17.05,Business Expansion,Default,2024-07-11
2004,466,30671,24,19.26,Medical,Current,2025-12-29
2005,1315,55753,48,21.65,Debt Consolidation,Paid Off,2022-08-17
2006,1107,38461,12,21.76,Debt Consolidation,Default,2024-12-24
2007,1263,58279,36,20.38,Education,Current,2022-06-13
2008,546,36367,6,13.71,Business Expansion,Default,2025-12-20
2009,1180,73562,24,11.97,Wedding,Default,2025-06-12
2010,1103,23365,36,14.94,Medical,Default,2024-08-09
2011,377,36594,6,11.02,Vehicle,Current,2024-09-29
2012,242,70777,24,10.13,Wedding,Current,2025-05-12
2013,1475,15960,24,12.65,Wedding,Current,2023-11-23
2014,1926,159127,24,19.09,Business Expansion,Paid Off,2022-02-18
2015,428,20925,24,11.73,Vehicle,Current,2024-01-01
2016,1822,16831,6,15.08,Wedding,Paid Off,2023-09-02
2017,1220,29214,6,16.95,Wedding,Paid Off,2024-01-02
2018,1792,16229,6,16.14,Education,Current,2024-03-22
2019,1106,67568,12,10.55,Education,Paid Off,2022-07-13
2020,1826,129832,60,11.31,Vehicle,Default,2024-10-07
2021,372,46205,24,13.82,Wedding,Paid Off,2024-07-27
2022,9,31804,48,12.55,Debt Consolidation,Current,2026-02-09
2023,1346,17189,48,16.61,Home Renovation,Paid Off,2022-03-25
2024,1147,43450,24,14.16,Business Expansion,Default,2022-10-28
2025,206,16258,60,17.47,Vehicle,Default,2022-07-27
2026,1628,34296,48,21.75,Medical,Paid Off,2022-06-11
2027,206,42088,60,18.87,Vehicle,Current,2024-05-15
2028,345,16176,6,11.8,Medical,Default,2026-03-10
2029,1614,43143,60,17.66,Debt Consolidation,Current,2022-06-12
2030,1571,26551,36,21.56,Business Expansion,Default,2023-01-28
2031,51,32770,24,21.94,Business Expansion,Default,2025-06-14
2032,610,15649,48,20.18,Wedding,Current,2023-05-15
2033,1200,18718,6,14.18,Education,Default,2024-08-26
2034,1169,28437,36,12.93,Debt Consolidation,Paid Off,2025-11-11
2035,979,35157,12,12.96,Home Renovation,Default,2025-10-07
2036,518,22356,48,14.48,Wedding,Current,2023-01-07
2037,1438,30952,24,12.91,Education,Current,2024-04-13
2038,1936,17842,6,19.28,Education,Current,2025-09-07
2039,1897,37496,24,12.84,Debt Consolidation,Current,2025-05-11
2040,237,15401,60,13.48,Education,Default,2023-03-30
2041,1649,15941,6,18.36,Home Renovation,Current,2023-03-29
2042,342,29524,48,13.1,Business Expansion,Paid Off,2025-12-29
2043,1705,25567,36,16.85,Business Expansion,Current,2025-07-24
2044,1347,22599,24,16.27,Business Expansion,Current,2024-09-01
2045,836,25346,6,13.79,Medical,Paid Off,2023-10-17
2046,968,30436,36,11.4,Vehicle,Default,2026-03-01
2047,1694,47360,12,16.15,Wedding,Paid Off,2022-12-15
2048,1407,26037,36,12.7,Wedding,Current,2022-03-08
2049,1319,27036,48,21.6,Vehicle,Default,2025-07-17
2050,171,61900,48,21.81,Education,Default,2022-06-20
2051,487,46358,60,21.81,Medical,Paid Off,2024-01-27
2052,1886,33411,24,18.89,Wedding,Default,2024-07-13
2053,1550,31432,36,9.87,Business Expansion,Default,2025-07-03
2054,368,70819,12,17.3,Vehicle,Default,2025-03-02
2055,135,71863,36,21.95,Debt Consolidation,Default,2022-02-17
2056,951,42577,24,16.46,Education,Paid Off,2024-10-02
2057,1244,17046,36,21.01,Vehicle,Default,2022-09-27
2058,1437,11119,48,21.36,Home Renovation,Default,2022-09-10
2059,1025,16074,36,12.23,Business Expansion,Default,2022-08-15
2060,1053,18732,24,11.73,Debt Consolidation,Default,2022-11-22
2061,1056,17595,60,21.74,Vehicle,Default,2025-01-31
2062,1826,29988,24,18.89,Business Expansion,Current,2024-05-06
2063,1468,66245,24,13.49,Wedding,Default,2024-01-14
2064,1386,41711,6,17.8,Wedding,Paid Off,2025-11-07
2065,1838,56575,60,13.47,Business Expansion,Current,2025-01-01
2066,1386,61050,36,12.31,Vehicle,Paid Off,2024-04-07
2067,310,31801,36,13.08,Education,Current,2024-07-09
2068,1778,33107,12,14.5,Business Expansion,Paid Off,2022-01-07
2069,1745,11710,24,19.04,Education,Paid Off,2025-09-05
2070,320,60150,60,20.84,Business Expansion,Default,2024-02-25
2071,1705,32229,60,14.73,Vehicle,Current,2024-05-06
2072,1187,13621,12,17.46,Education,Default,2025-06-21
2073,574,110004,12,17.12,Home Renovation,Current,2024-10-27
2074,945,104387,48,16.63,Home Renovation,Default,2024-04-17
2075,1421,38801,24,17.12,Business Expansion,Default,2022-12-07
2076,518,51617,60,15.4,Medical,Default,2022-07-06
2077,809,16872,6,18.79,Vehicle,Default,2025-09-01
2078,1685,122231,48,15.89,Debt Consolidation,Paid Off,2023-01-31
2079,688,17341,12,15.22,Debt Consolidation,Default,2026-01-20
2080,410,70053,12,11.69,Education,Current,2025-12-30
2081,543,29347,24,11.16,Home Renovation,Default,2022-05-13
2082,207,10000,12,16.72,Education,Default,2024-07-29
2083,946,34004,60,17.04,Debt Consolidation,Paid Off,2023-05-11
2084,1506,18385,12,21.66,Wedding,Current,2024-10-21
2085,611,49831,6,19.55,Debt Consolidation,Default,2023-11-10
2086,1648,21582,12,12.56,Home Renovation,Default,2026-01-18
2087,92,36338,6,18.86,Wedding,Paid Off,2025-10-28
2088,121,74888,36,20.34,Debt Consolidation,Default,2024-08-20
2089,56,58624,36,10.38,Medical,Paid Off,2024-05-04
2090,826,22827,60,16.22,Debt Consolidation,Paid Off,2026-01-05
2091,484,28844,48,17.59,Wedding,Paid Off,2024-12-29
2092,46,34508,6,14.98,Home Renovation,Paid Off,2026-01-26
2093,1855,32615,24,19.65,Debt Consolidation,Paid Off,2026-01-25
2094,711,45293,6,14.04,Business Expansion,Default,2026-01-07
2095,959,38526,60,17.62,Debt Consolidation,Default,2024-05-27
2096,1773,29971,6,10.8,Debt Consolidation,Paid Off,2023-06-22
2097,95,46425,48,18.92,Wedding,Current,2022-08-17
2098,884,19566,12,14.08,Medical,Current,2025-09-06
2099,652,59206,12,20.91,Education,Current,2024-09-15
2100,272,46899,24,10.71,Wedding,Current,2025-08-07
2101,661,68094,6,15.23,Vehicle,Paid Off,2025-12-23
2102,1646,11646,12,18.96,Medical,Default,2023-12-03
2103,143,36746,60,15.06,Vehicle,Paid Off,2026-06-01
2104,1644,25154,60,12.72,Business Expansion,Paid Off,2023-07-18
2105,942,21327,6,19.02,Business Expansion,Default,2022-10-31
2106,955,145597,24,9.82,Business Expansion,Default,2024-01-30
2107,670,64668,24,18.42,Wedding,Current,2023-09-21
2108,1426,36835,12,16.6,Vehicle,Paid Off,2023-09-17
2109,219,13541,60,15.0,Education,Default,2023-08-27
2110,1202,29834,60,19.56,Education,Current,2022-09-21
2111,862,24914,48,13.15,Medical,Current,2024-02-26
2112,1635,44902,60,12.35,Business Expansion,Current,2023-03-10
2113,318,18166,24,11.35,Medical,Current,2022-01-25
2114,741,18005,24,18.51,Debt Consolidation,Default,2026-03-07
2115,1717,59725,48,14.57,Education,Paid Off,2025-06-20
2116,836,87651,24,17.55,Debt Consolidation,Default,2025-04-17
2117,1456,137855,48,13.43,Vehicle,Default,2024-02-06
2118,1251,19192,36,17.6,Vehicle,Current,2024-12-11
2119,1570,48250,12,15.55,Home Renovation,Current,2024-02-17
2120,435,25226,60,21.34,Education,Current,2023-12-03
2121,1180,10922,24,12.08,Medical,Paid Off,2022-11-04
2122,1010,31380,48,19.23,Wedding,Default,2022-09-02
2123,1657,43036,12,13.96,Business Expansion,Paid Off,2024-07-29
2124,931,48167,60,20.83,Debt Consolidation,Default,2026-03-09
2125,565,43894,48,20.73,Education,Paid Off,2026-02-27
2126,1068,33301,24,17.8,Wedding,Default,2024-03-27
2127,327,65169,6,21.4,Home Renovation,Current,2024-11-05
2128,628,60662,24,16.42,Debt Consolidation,Paid Off,2024-12-31
2129,148,27030,60,16.22,Debt Consolidation,Default,2022-06-12
2130,702,47647,6,15.08,Education,Paid Off,2024-12-06
2131,641,20230,12,12.7,Education,Paid Off,2026-02-23
2132,1941,39622,60,21.2,Education,Default,2023-05-17
2133,952,16752,60,18.47,Home Renovation,Current,2022-12-30
2134,1699,47807,48,12.82,Home Renovation,Default,2023-07-23
2135,463,21885,60,11.88,Education,Default,2022-05-11
2136,236,34956,48,13.28,Education,Current,2023-03-02
2137,943,95289,12,16.82,Vehicle,Current,2025-04-05
2138,956,50469,36,10.73,Home Renovation,Paid Off,2026-05-20
2139,534,77710,24,19.38,Education,Paid Off,2022-05-30
2140,528,34174,36,10.96,Vehicle,Current,2022-06-20
2141,1592,52975,12,10.75,Education,Current,2025-04-22
2142,1688,41027,48,15.59,Home Renovation,Default,2025-03-11
2143,1689,71258,48,14.87,Wedding,Default,2022-08-17
2144,1218,49166,36,19.22,Business Expansion,Current,2023-02-03
2145,1557,29382,60,17.18,Home Renovation,Current,2024-07-23
2146,1570,10000,24,18.93,Medical,Default,2025-05-16
2147,1164,31433,36,17.39,Business Expansion,Default,2023-11-05
2148,112,14444,36,15.93,Medical,Default,2025-08-14
2149,334,36877,24,20.34,Medical,Current,2023-05-25
2150,924,31667,24,17.97,Medical,Current,2024-10-27
2151,333,31847,60,15.0,Education,Current,2026-03-30
2152,1145,69471,36,9.58,Vehicle,Default,2024-11-09
2153,884,64595,36,11.54,Debt Consolidation,Paid Off,2022-05-15
2154,258,13557,36,17.91,Debt Consolidation,Current,2022-07-13
2155,443,14358,36,13.78,Business Expansion,Current,2025-11-07
2156,746,58101,12,11.92,Debt Consolidation,Current,2022-08-11
2157,1982,16737,12,12.17,Medical,Default,2024-10-24
2158,113,59560,24,19.08,Home Renovation,Default,2024-08-24
2159,1897,24026,60,13.25,Education,Default,2025-06-02
2160,614,36305,48,17.9,Education,Current,2023-10-26
2161,1173,37264,12,19.08,Education,Paid Off,2026-05-29
2162,1081,75395,12,17.13,Medical,Paid Off,2022-11-18
2163,61,33833,48,21.76,Business Expansion,Paid Off,2025-08-31
2164,45,54844,36,19.25,Education,Current,2023-07-06
2165,655,36042,24,15.4,Medical,Default,2023-09-14
2166,756,108379,12,13.33,Medical,Paid Off,2026-01-28
2167,1902,33981,60,13.44,Vehicle,Paid Off,2023-09-23
2168,1760,71261,48,14.42,Home Renovation,Default,2024-05-04
2169,600,13175,36,10.19,Medical,Default,2024-04-17
2170,771,46382,60,19.57,Debt Consolidation,Current,2024-07-24
2171,645,31378,24,9.74,Education,Paid Off,2025-12-13
2172,639,55160,12,17.78,Medical,Paid Off,2023-06-09
2173,1963,20532,24,9.8,Debt Consolidation,Current,2024-05-25
2174,124,14361,36,13.57,Wedding,Current,2025-02-20
2175,1159,24195,12,19.47,Business Expansion,Default,2025-06-18
2176,1349,26095,36,20.21,Home Renovation,Current,2022-08-07
2177,787,52891,12,11.51,Vehicle,Current,2026-01-20
2178,919,136676,60,16.91,Debt Consolidation,Current,2022-04-05
2179,1343,29140,60,14.38,Vehicle,Paid Off,2025-12-17
2180,992,38007,12,13.0,Business Expansion,Current,2025-05-27
2181,1408,89805,36,10.24,Wedding,Default,2022-04-25
2182,1352,25759,24,12.95,Vehicle,Current,2024-01-27
2183,681,16999,24,10.89,Wedding,Default,2022-10-03
2184,373,38584,6,13.56,Wedding,Current,2026-05-07
2185,1142,46105,36,19.8,Business Expansion,Paid Off,2022-11-05
2186,1500,54499,24,16.68,Home Renovation,Default,2025-02-24
2187,1354,83955,36,12.57,Business Expansion,Default,2025-03-18
2188,1502,49463,60,12.76,Debt Consolidation,Default,2024-12-23
2189,1243,20378,24,18.12,Debt Consolidation,Current,2022-10-15
2190,370,25696,6,20.38,Wedding,Paid Off,2025-12-03
2191,1824,25753,60,13.42,Debt Consolidation,Current,2024-01-10
2192,121,21356,36,18.84,Education,Default,2023-03-16
2193,1550,49758,24,15.35,Medical,Default,2024-08-01
2194,1295,41665,24,11.99,Medical,Current,2025-12-12
2195,491,80471,24,17.05,Education,Paid Off,2022-02-17
2196,723,66632,6,17.53,Vehicle,Paid Off,2024-05-25
2197,1113,54357,36,19.48,Home Renovation,Default,2024-12-18
2198,1225,21898,48,14.17,Vehicle,Current,2025-03-04
2199,159,33997,6,21.5,Debt Consolidation,Paid Off,2023-11-01
2200,1086,14769,48,15.65,Medical,Default,2025-03-23
2201,1683,25194,60,10.34,Business Expansion,Paid Off,2022-06-04
2202,1920,57070,6,21.68,Home Renovation,Current,2026-05-18
2203,170,50499,48,11.48,Debt Consolidation,Default,2024-11-17
2204,110,28911,6,16.67,Business Expansion,Default,2024-08-17
2205,679,61948,60,21.91,Home Renovation,Current,2026-03-20
2206,39,37588,60,14.89,Vehicle,Paid Off,2023-07-22
2207,756,27041,36,20.62,Education,Current,2026-02-22
2208,358,105854,60,13.63,Wedding,Current,2023-01-08
2209,1779,104667,48,13.75,Debt Consolidation,Default,2024-12-16
2210,131,18904,60,18.74,Home Renovation,Paid Off,2024-06-04
2211,1655,20904,36,16.68,Business Expansion,Default,2022-01-14
2212,910,24391,36,9.74,Medical,Default,2023-04-07
2213,839,53487,36,11.38,Business Expansion,Default,2023-04-02
2214,306,20387,60,19.1,Vehicle,Current,2024-12-26
2215,799,32773,60,17.82,Debt Consolidation,Current,2026-04-26
2216,1394,32063,48,21.07,Debt Consolidation,Default,2026-01-04
2217,330,82015,48,11.41,Education,Current,2026-05-03
2218,314,22091,12,13.36,Home Renovation,Current,2022-07-26
2219,744,32216,48,17.02,Debt Consolidation,Default,2022-03-22
2220,115,151601,12,16.25,Medical,Current,2022-05-22
2221,1335,78132,24,21.11,Education,Default,2025-09-09
2222,929,13570,12,13.29,Medical,Current,2024-05-18
2223,1803,49581,12,21.2,Debt Consolidation,Default,2023-03-21
2224,1840,17716,24,9.84,Home Renovation,Paid Off,2024-06-19
2225,1818,24138,36,9.82,Debt Consolidation,Current,2026-03-04
2226,415,52311,60,12.11,Vehicle,Current,2022-04-11
2227,797,79393,36,14.49,Debt Consolidation,Current,2023-02-26
2228,798,46533,36,16.88,Home Renovation,Current,2022-09-13
2229,1952,30880,12,15.83,Wedding,Current,2025-03-30
2230,747,29773,48,11.02,Education,Paid Off,2026-03-30
2231,819,40036,6,21.26,Business Expansion,Current,2026-02-25
2232,252,51078,24,18.87,Vehicle,Current,2023-10-11
2233,1712,61424,12,12.13,Debt Consolidation,Paid Off,2022-07-05
2234,1729,25650,48,14.0,Business Expansion,Current,2023-06-07
2235,492,28620,6,21.31,Home Renovation,Current,2022-02-03
2236,1455,20242,36,19.54,Debt Consolidation,Default,2024-03-30
2237,1692,60708,6,13.93,Debt Consolidation,Current,2023-09-27
2238,757,40682,6,14.93,Medical,Paid Off,2025-08-28
2239,1771,24973,12,22.0,Wedding,Current,2022-06-22
2240,1798,19432,60,19.63,Home Renovation,Current,2024-08-23
2241,1986,23563,24,18.62,Home Renovation,Current,2023-10-25
2242,319,90258,12,20.09,Business Expansion,Current,2022-12-30
2243,1994,63882,6,11.1,Education,Current,2022-11-15
2244,74,88352,60,15.37,Home Renovation,Paid Off,2022-03-21
2245,1385,52696,48,19.53,Wedding,Default,2026-02-24
2246,778,111243,24,14.15,Debt Consolidation,Current,2024-04-29
2247,308,23510,12,14.74,Business Expansion,Default,2022-12-24
2248,770,42785,12,18.77,Education,Paid Off,2025-10-01
2249,1621,35317,24,20.49,Debt Consolidation,Current,2022-08-13
2250,565,14513,12,9.87,Medical,Current,2023-02-22
2251,1045,47982,36,17.32,Business Expansion,Default,2023-06-28
2252,1983,220233,24,9.86,Medical,Paid Off,2022-02-22
2253,1560,59651,6,20.61,Wedding,Current,2022-03-12
2254,614,60250,12,20.92,Business Expansion,Paid Off,2022-04-06
2255,1777,90854,36,19.03,Business Expansion,Current,2026-01-19
2256,804,98903,12,11.48,Medical,Paid Off,2022-01-31
2257,1298,25462,12,10.65,Home Renovation,Current,2022-05-16
2258,1625,36680,36,15.31,Debt Consolidation,Current,2024-04-30
2259,353,48656,48,15.01,Debt Consolidation,Default,2025-05-20
2260,1680,58398,60,9.51,Vehicle,Current,2024-09-02
2261,1572,37532,24,11.1,Business Expansion,Current,2025-09-06
2262,14,59621,24,21.46,Wedding,Default,2025-09-30
2263,566,32449,6,15.47,Debt Consolidation,Current,2026-03-14
2264,45,25163,48,11.95,Business Expansion,Current,2023-03-26
2265,987,58013,12,19.57,Education,Paid Off,2022-10-20
2266,1243,56256,60,10.53,Wedding,Default,2022-07-14
2267,500,18399,36,13.03,Home Renovation,Default,2025-06-13
2268,1400,17211,12,12.33,Wedding,Default,2023-01-14
2269,1371,25608,60,13.26,Vehicle,Current,2025-12-26
2270,288,59020,60,16.88,Business Expansion,Paid Off,2024-11-24
2271,1913,26368,24,19.0,Medical,Paid Off,2022-09-27
2272,1940,72208,36,14.18,Business Expansion,Paid Off,2022-10-25
2273,1664,13099,60,21.18,Wedding,Default,2022-03-12
2274,1209,12980,36,17.4,Education,Default,2023-02-10
2275,1595,28677,6,11.29,Debt Consolidation,Paid Off,2022-03-11
2276,1119,39169,12,11.52,Home Renovation,Current,2023-10-23
2277,1565,35370,48,15.51,Education,Default,2023-12-06
2278,644,47608,60,20.37,Vehicle,Default,2025-03-28
